Stationscode;Datum;Uhrzeit;Feinstaub;Ozon;Stickstoffdioxid;Luftqualitätsindex;Temperatur-mean;Temperatur-min;Temperatur-max;Niederschlag;Schneefall;Windrichtung;Windgeschwindigkeit;Spitzenwindboe;Luftdruck;Sonnenminuten
DENW053;02.08.2021;21:00;9.0;67.0;12.0;gut;16.2;12.4;20.3;0.3;0;296.9;6.2;19.0;1013.9;164
DENW053;02.08.2021;22:00;10.0;54.0;16.0;sehr gut;16.2;12.4;20.3;0.3;0;296.9;6.2;19.0;1013.9;164
DENW053;02.08.2021;23:00;10.0;;;sehr gut;16.2;12.4;20.3;0.3;0;296.9;6.2;19.0;1013.9;164
DENW053;03.08.2021;24:00;10.0;22.0;26.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;01:00;11.0;10.0;35.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;02:00;11.0;6.0;37.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;03:00;11.0;2.0;39.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;04:00;11.0;5.0;37.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;05:00;11.0;12.0;32.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;06:00;11.0;3.0;35.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;07:00;11.0;6.0;33.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;08:00;11.0;12.0;32.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;09:00;12.0;18.0;30.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;10:00;12.0;31.0;21.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;11:00;12.0;38.0;17.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;12:00;12.0;58.0;10.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;13:00;12.0;52.0;12.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;14:00;11.0;44.0;13.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;15:00;11.0;51.0;12.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;16:00;11.0;60.0;11.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;17:00;11.0;69.0;10.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;18:00;11.0;63.0;10.0;gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;19:00;11.0;49.0;19.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;20:00;10.0;47.0;19.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;21:00;10.0;52.0;13.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;22:00;10.0;47.0;16.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;03.08.2021;23:00;9.0;31.0;16.0;sehr gut;15.2;12.0;19.3;0.8;0;63.8;6.5;25.0;1013.3;52
DENW053;04.08.2021;24:00;9.0;;;sehr gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;01:00;9.0;20.0;16.0;sehr gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;02:00;9.0;14.0;16.0;sehr gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;03:00;8.0;8.0;15.0;sehr gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;04:00;8.0;9.0;15.0;sehr gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;05:00;9.0;7.0;15.0;sehr gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;06:00;9.0;7.0;17.0;sehr gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;07:00;9.0;2.0;22.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;08:00;10.0;3.0;25.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;09:00;10.0;9.0;29.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;10:00;11.0;25.0;21.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;11:00;11.0;31.0;25.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;12:00;12.0;42.0;28.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;13:00;12.0;73.0;16.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;14:00;13.0;87.0;13.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;15:00;13.0;90.0;9.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;16:00;13.0;82.0;11.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;17:00;13.0;77.0;13.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;18:00;14.0;93.0;9.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;19:00;14.0;97.0;9.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;20:00;15.0;95.0;8.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;21:00;16.0;75.0;17.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;22:00;17.0;63.0;21.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;04.08.2021;23:00;17.0;64.0;19.0;gut;17.4;12.0;23.0;0.0;0;352.5;3.4;27.0;1013.1;297
DENW053;05.08.2021;24:00;18.0;51.0;19.0;sehr gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;01:00;18.0;;;sehr gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;02:00;19.0;36.0;23.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;03:00;19.0;30.0;24.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;04:00;20.0;22.0;22.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;05:00;20.0;21.0;23.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;06:00;20.0;11.0;31.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;07:00;21.0;6.0;36.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;08:00;20.0;6.0;35.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;09:00;19.0;9.0;34.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;10:00;19.0;17.0;34.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;11:00;19.0;27.0;33.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;12:00;19.0;38.0;30.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;13:00;19.0;61.0;21.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;14:00;19.0;73.0;16.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;15:00;19.0;81.0;10.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;16:00;18.0;82.0;9.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;17:00;18.0;88.0;9.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;18:00;18.0;72.0;12.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;19:00;18.0;69.0;17.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;20:00;17.0;72.0;15.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;21:00;16.0;69.0;15.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;22:00;15.0;59.0;18.0;sehr gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;05.08.2021;23:00;15.0;46.0;22.0;gut;19.2;15.3;24.1;1.4;0;155.2;5.8;24.0;1009.2;319
DENW053;06.08.2021;24:00;14.0;35.0;25.0;gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;01:00;14.0;29.0;26.0;gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;02:00;13.0;;;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;03:00;13.0;30.0;18.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;04:00;12.0;30.0;15.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;05:00;12.0;33.0;14.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;06:00;11.0;33.0;14.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;07:00;10.0;26.0;17.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;08:00;10.0;22.0;21.0;gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;09:00;10.0;19.0;25.0;gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;10:00;9.0;24.0;19.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;11:00;8.0;39.0;9.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;12:00;8.0;46.0;5.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;13:00;7.0;46.0;4.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;14:00;7.0;50.0;5.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;15:00;7.0;56.0;2.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;16:00;6.0;62.0;3.0;gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;17:00;6.0;61.0;2.0;gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;18:00;6.0;60.0;2.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;19:00;7.0;58.0;3.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;20:00;6.0;55.0;3.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;21:00;6.0;52.0;4.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;22:00;6.0;50.0;4.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;06.08.2021;23:00;6.0;48.0;6.0;sehr gut;19.1;16.4;22.9;2.1;0;196.9;13.8;51.0;1004.4;105
DENW053;07.08.2021;24:00;6.0;43.0;7.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;01:00;6.0;36.0;9.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;02:00;6.0;30.0;12.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;03:00;6.0;;;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;04:00;6.0;27.0;10.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;05:00;6.0;22.0;16.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;06:00;6.0;15.0;21.0;gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;07:00;6.0;13.0;21.0;gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;08:00;6.0;18.0;19.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;09:00;6.0;20.0;17.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;10:00;6.0;26.0;11.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;11:00;6.0;37.0;6.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;12:00;6.0;48.0;3.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;13:00;6.0;52.0;3.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;14:00;6.0;48.0;3.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;15:00;6.0;59.0;3.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;16:00;6.0;61.0;1.0;gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;17:00;6.0;63.0;2.0;gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;18:00;6.0;61.0;4.0;gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;19:00;6.0;60.0;3.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;20:00;6.0;57.0;5.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;21:00;6.0;47.0;9.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;22:00;6.0;49.0;6.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;07.08.2021;23:00;6.0;47.0;7.0;sehr gut;19.1;15.7;23.7;0.1;0;182.6;14.5;45.0;1003.8;183
DENW053;08.08.2021;24:00;6.0;44.0;6.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;01:00;6.0;49.0;3.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;02:00;6.0;48.0;4.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;03:00;6.0;50.0;3.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;04:00;6.0;;;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;05:00;6.0;61.0;1.0;gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;06:00;6.0;59.0;1.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;07:00;6.0;56.0;1.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;08:00;6.0;53.0;2.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;09:00;6.0;53.0;2.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;10:00;6.0;54.0;1.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;11:00;6.0;55.0;1.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;12:00;6.0;56.0;1.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;13:00;6.0;54.0;2.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;14:00;6.0;52.0;2.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;15:00;6.0;52.0;2.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;16:00;6.0;53.0;3.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;17:00;6.0;54.0;3.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;18:00;6.0;52.0;4.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;19:00;6.0;58.0;5.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;20:00;7.0;60.0;4.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;21:00;7.0;52.0;8.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;22:00;7.0;54.0;7.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;08.08.2021;23:00;7.0;35.0;11.0;sehr gut;17.6;14.3;21.1;6.5;0;220.5;16.9;53.0;1009.4;229
DENW053;09.08.2021;24:00;7.0;34.0;12.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;01:00;7.0;28.0;13.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;02:00;7.0;34.0;11.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;03:00;7.0;33.0;9.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;04:00;8.0;34.0;8.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;05:00;7.0;;;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;06:00;7.0;21.0;18.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;07:00;7.0;18.0;23.0;gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;08:00;7.0;12.0;29.0;gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;09:00;7.0;16.0;26.0;gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;10:00;7.0;28.0;13.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;11:00;7.0;43.0;5.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;12:00;6.0;56.0;2.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;13:00;6.0;59.0;3.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;14:00;6.0;62.0;3.0;gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;15:00;6.0;60.0;3.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;16:00;6.0;53.0;6.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;17:00;6.0;50.0;7.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;18:00;6.0;48.0;7.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;19:00;6.0;41.0;13.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;20:00;6.0;49.0;8.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;21:00;6.0;37.0;21.0;gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;22:00;5.0;33.0;21.0;gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;09.08.2021;23:00;5.0;23.0;20.0;sehr gut;17.1;14.7;22.3;6.5;0;189.2;12.5;43.0;1016.3;139
DENW053;10.08.2021;24:00;5.0;17.0;28.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;01:00;5.0;19.0;23.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;02:00;5.0;18.0;21.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;03:00;5.0;19.0;15.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;04:00;5.0;18.0;14.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;05:00;5.0;25.0;11.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;06:00;5.0;;;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;07:00;5.0;30.0;15.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;08:00;5.0;17.0;25.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;09:00;5.0;19.0;25.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;10:00;5.0;32.0;16.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;11:00;5.0;33.0;12.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;12:00;5.0;34.0;10.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;13:00;6.0;43.0;5.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;14:00;6.0;48.0;6.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;15:00;6.0;53.0;10.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;16:00;6.0;65.0;6.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;17:00;6.0;64.0;9.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;18:00;5.0;55.0;10.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;19:00;6.0;59.0;5.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;20:00;6.0;48.0;9.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;21:00;6.0;42.0;9.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;22:00;6.0;25.0;18.0;sehr gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;10.08.2021;23:00;6.0;18.0;24.0;gut;18.0;14.0;24.1;2.8;0;208.0;9.0;35.0;1017.2;331
DENW053;11.08.2021;24:00;6.0;20.0;20.0;sehr gut;19.4;15.1;25.3;0.0;0;220.2;6.3;24.0;1019.4;507
DENW053;11.08.2021;01:00;6.0;21.0;16.0;sehr gut;19.4;15.1;25.3;0.0;0;220.2;6.3;24.0;1019.4;507
DENW053;11.08.2021;02:00;7.0;10.0;18.0;sehr gut;19.4;15.1;25.3;0.0;0;220.2;6.3;24.0;1019.4;507
DENW053;11.08.2021;03:00;7.0;3.0;21.0;gut;19.4;15.1;25.3;0.0;0;220.2;6.3;24.0;1019.4;507
