Stationscode;Datum;Datum-Uhrzeit;Feinstaub;Ozon;NO2;LuftQualiIndex;tavg;tmin;tmax;prcp;snow;wdir;wspd;wpgt;pres;tsun
DENW053;29.05.2021;29.05.2021 05:00;12;2;-;sehr gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 06:00;12;0,6;25;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 07:00;11;3;25;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 08:00;11;10;35;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 09:00;11;31;29;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 10:00;11;51;20;sehr gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 11:00;11;70;10;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 12:00;10;77;6;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 13:00;10;84;4;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 14:00;10;88;5;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 15:00;11;101;5;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 16:00;11;108;5;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 17:00;11;102;4;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 18:00;11;101;4;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 19:00;11;94;4;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 20:00;11;91;3;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 21:00;11;84;7;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 22:00;11;78;10;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;29.05.2021;29.05.2021 23:00;11;66;16;gut;14,3;6,9;20;0;0;29,1;8,3;28;1025,5;711
DENW053;30.05.2021;29.05.2021 24:00;11;-;15;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 01:00;11;45;12;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 02:00;11;34;11;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 03:00;11;22;14;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 04:00;11;16;15;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 05:00;11;7;17;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 06:00;11;4;-;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 07:00;11;5;16;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 08:00;11;32;17;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 09:00;11;57;12;sehr gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 10:00;11;65;7;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 11:00;11;70;7;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 12:00;11;80;5;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 13:00;11;85;5;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 14:00;11;90;3;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 15:00;11;92;3;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 16:00;11;97;3;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 17:00;10;97;3;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 18:00;10;96;4;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 19:00;10;94;4;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 20:00;10;95;4;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 21:00;10;91;6;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 22:00;10;87;7;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;30.05.2021;30.05.2021 23:00;10;82;9;gut;16,2;7,2;23,6;0;0;89,2;8,1;38;1026,7;825
DENW053;31.05.2021;30.05.2021 24:00;10;69;22;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 01:00;10;-;23;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 02:00;10;65;13;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 03:00;9;47;12;sehr gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 04:00;9;36;13;sehr gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 05:00;9;29;16;sehr gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 06:00;8;18;23;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 07:00;8;7;-;sehr gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 08:00;8;15;36;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 09:00;8;32;37;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 10:00;9;50;28;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 11:00;9;64;22;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 12:00;9;-;15;sehr gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 13:00;9;-;8;sehr gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 14:00;10;108;8;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 15:00;10;115;5;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 16:00;10;116;5;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 17:00;10;115;5;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 18:00;10;115;4;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 19:00;11;115;6;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 20:00;11;114;7;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 21:00;11;112;8;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 22:00;11;106;11;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;31.05.2021;31.05.2021 23:00;11;90;24;gut;18,2;10,1;25,4;0;0;99;5;32;1022,4;788
DENW053;01.06.2021;31.05.2021 24:00;11;89;14;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 01:00;11;85;10;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 02:00;11;80;12;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 03:00;12;65;16;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 04:00;12;51;18;sehr gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 05:00;12;58;14;sehr gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 06:00;12;40;19;sehr gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 07:00;12;33;27;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 08:00;12;-;-;sehr gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 09:00;12;75;18;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 10:00;12;78;19;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 11:00;12;87;18;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 12:00;12;106;7;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 13:00;12;111;6;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 14:00;12;115;8;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 15:00;12;116;7;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 16:00;11;118;7;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 17:00;11;120;7;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 18:00;11;123;6;m‰ﬂig;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 19:00;11;123;7;m‰ﬂig;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 20:00;11;119;9;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 21:00;11;112;10;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 22:00;11;101;13;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;01.06.2021;01.06.2021 23:00;11;76;19;gut;19,5;10,8;26,2;0;0;112,1;11,3;48;1018,1;915
DENW053;02.06.2021;01.06.2021 24:00;12;51;32;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 01:00;12;52;33;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 02:00;12;40;26;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 03:00;12;37;24;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 04:00;12;29;28;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 05:00;12;18;30;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 06:00;12;19;31;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 07:00;13;14;34;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 08:00;13;30;53;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 09:00;13;62;-;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 10:00;13;78;25;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 11:00;12;88;22;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 12:00;13;105;14;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 13:00;13;121;7;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 14:00;13;127;5;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 15:00;14;130;5;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 16:00;14;134;5;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 17:00;14;136;5;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 18:00;14;137;7;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 19:00;14;138;7;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 20:00;14;132;8;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 21:00;14;124;14;m‰ﬂig;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 22:00;14;116;17;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;02.06.2021;02.06.2021 23:00;14;105;18;gut;21,5;12,1;28,4;0;0;131,7;10,8;40;1015,6;859
DENW053;03.06.2021;02.06.2021 24:00;14;-;22;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 01:00;14;78;19;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 02:00;14;84;12;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 03:00;13;80;13;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 04:00;13;65;18;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 05:00;13;57;23;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 06:00;13;58;21;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 07:00;12;64;16;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 08:00;12;58;18;sehr gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 09:00;11;53;20;sehr gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 10:00;11;43;-;sehr gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 11:00;11;50;20;sehr gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 12:00;11;49;18;sehr gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 13:00;11;55;13;sehr gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 14:00;11;66;12;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 15:00;10;83;7;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 16:00;10;85;8;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 17:00;10;98;8;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 18:00;10;79;6;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 19:00;10;80;6;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 20:00;10;76;10;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 21:00;10;53;31;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 22:00;10;53;18;sehr gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;03.06.2021;03.06.2021 23:00;10;42;21;gut;20,7;17,6;25,5;2,9;0;150;7,6;33;1019,5;181
DENW053;04.06.2021;03.06.2021 24:00;10;32;28;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 01:00;10;-;26;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 02:00;10;23;26;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 03:00;10;15;26;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 04:00;11;9;26;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 05:00;11;8;25;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 06:00;11;4;24;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 07:00;11;6;29;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 08:00;12;7;30;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 09:00;12;14;27;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 10:00;13;22;26;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 11:00;13;30;-;sehr gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 12:00;14;82;21;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 13:00;14;108;12;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 14:00;15;126;9;m‰ﬂig;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 15:00;16;136;8;m‰ﬂig;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 16:00;16;141;8;m‰ﬂig;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 17:00;17;148;7;m‰ﬂig;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 18:00;18;150;8;m‰ﬂig;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 19:00;19;129;11;m‰ﬂig;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 20:00;19;107;9;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 21:00;19;98;9;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 22:00;18;78;11;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;04.06.2021;04.06.2021 23:00;18;70;14;gut;21,3;17,4;28;31,5;0;123;5,5;32;1020,4;405
DENW053;05.06.2021;04.06.2021 24:00;18;52;19;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 01:00;18;39;20;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 02:00;18;-;15;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 03:00;18;36;14;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 04:00;18;40;10;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 05:00;18;34;9;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 06:00;18;39;8;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 07:00;19;28;11;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 08:00;18;45;9;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 09:00;18;46;10;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 10:00;18;43;8;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 11:00;18;50;7;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 12:00;18;54;-;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 13:00;17;63;6;gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 14:00;17;69;6;gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 15:00;18;71;10;gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 16:00;18;41;17;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 17:00;19;38;16;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 18:00;18;36;17;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 19:00;18;49;14;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 20:00;19;52;16;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 21:00;20;51;15;sehr gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 22:00;21;50;14;gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;05.06.2021;05.06.2021 23:00;21;56;12;gut;17,8;15,5;22;0,5;0;269,8;11,5;27;1019,8;5
DENW053;06.06.2021;05.06.2021 24:00;22;70;7;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 01:00;22;88;4;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 02:00;23;91;3;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 03:00;23;-;3;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 04:00;23;90;2;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 05:00;23;94;2;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 06:00;22;94;3;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 07:00;22;89;2;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 08:00;22;76;2;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 09:00;22;70;3;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 10:00;22;58;4;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 11:00;22;58;4;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 12:00;22;54;5;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 13:00;22;53;-;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 14:00;21;61;5;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 15:00;21;67;5;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 16:00;20;68;6;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 17:00;19;73;5;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 18:00;19;75;5;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 19:00;19;74;8;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 20:00;18;74;10;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 21:00;17;67;9;gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 22:00;16;55;8;sehr gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;06.06.2021;06.06.2021 23:00;16;45;10;sehr gut;15,9;13,9;18,4;0,1;0;313,5;12,2;23;1023;0
DENW053;07.06.2021;06.06.2021 24:00;15;29;10;sehr gut;17,7;15,5;20,6;0;0;354,6;8,6;19;1023;67
